observation_id,timestamp,observer_id,src_ip,src_port,dst_ip,dst_port,txid,message_type,peer_id,connection_id,propagation_delay_ms,direction,sequence_number
OBS0002114,2025-10-14T17:56:10.458766,N0129,192.0.2.181,8333,198.51.100.205,8333,9444f9659fa1ce9b5b124016885cbe85c08d39330d42b7c65550bae5e283e86f,inv,N0001,,112.486,inbound,7
OBS0002115,2025-10-14T17:56:10.459380,N0109,203.0.113.52,8333,203.0.113.127,8333,9444f9659fa1ce9b5b124016885cbe85c08d39330d42b7c65550bae5e283e86f,inv,N0043,,113.1,inbound,8
OBS0002116,2025-10-14T17:56:10.482499,N0017,203.0.113.168,8333,203.0.113.8,18333,9444f9659fa1ce9b5b124016885cbe85c08d39330d42b7c65550bae5e283e86f,inv,N0010,,136.219,inbound,9
OBS0002117,2025-10-14T17:56:11.950726,N0125,203.0.113.154,8333,203.0.113.219,18333,3152147b5ff6d9f0a27341dd64be0fd611fbced8ed8094bebcbc9adbd30767fb,inv,N0097,,65.818,inbound,1
OBS0002118,2025-10-14T17:56:11.966174,N0109,203.0.113.52,8333,203.0.113.127,8333,3152147b5ff6d9f0a27341dd64be0fd611fbced8ed8094bebcbc9adbd30767fb,inv,N0043,,81.266,inbound,2
OBS0002119,2025-10-14T17:56:11.966614,N0087,192.0.2.89,8333,198.51.100.122,8333,3152147b5ff6d9f0a27341dd64be0fd611fbced8ed8094bebcbc9adbd30767fb,inv,N0007,,81.706,inbound,3
OBS0002120,2025-10-14T17:56:11.986114,N0088,203.0.113.25,8333,192.0.2.216,8000,3152147b5ff6d9f0a27341dd64be0fd611fbced8ed8094bebcbc9adbd30767fb,inv,N0008,,101.206,inbound,4
OBS0002121,2025-10-14T17:56:11.989419,N0094,192.0.2.242,8333,203.0.113.176,8333,3152147b5ff6d9f0a27341dd64be0fd611fbced8ed8094bebcbc9adbd30767fb,inv,N0113,,104.511,inbound,5
OBS0002122,2025-10-14T17:56:12.002715,N0136,192.0.2.194,8333,198.51.100.11,8333,3152147b5ff6d9f0a27341dd64be0fd611fbced8ed8094bebcbc9adbd30767fb,inv,N0012,,117.807,inbound,6
OBS0002123,2025-10-14T17:56:12.015520,N0017,203.0.113.168,8333,203.0.113.8,18333,3152147b5ff6d9f0a27341dd64be0fd611fbced8ed8094bebcbc9adbd30767fb,inv,N0010,,130.612,inbound,7
OBS0002124,2025-10-14T17:56:14.001147,N0129,203.0.113.168,8333,198.51.100.205,8333,8d7d520aa898c4184f16581e85960a2e2c2188ddd1b808be0f28200795915f46,inv,N0010,,69.745,inbound,1
OBS0002125,2025-10-14T17:56:14.021225,N0094,192.0.2.181,8333,203.0.113.176,8333,8d7d520aa898c4184f16581e85960a2e2c2188ddd1b808be0f28200795915f46,inv,N0001,,89.823,inbound,2
OBS0002126,2025-10-14T17:56:14.021492,N0109,203.0.113.52,8333,203.0.113.127,8333,8d7d520aa898c4184f16581e85960a2e2c2188ddd1b808be0f28200795915f46,inv,N0043,,90.09,inbound,3
OBS0002127,2025-10-14T17:56:14.029368,N0125,203.0.113.154,8333,203.0.113.219,18333,8d7d520aa898c4184f16581e85960a2e2c2188ddd1b808be0f28200795915f46,inv,N0097,,97.966,inbound,4
OBS0002128,2025-10-14T17:56:14.036208,N0088,198.51.100.177,8333,192.0.2.216,8000,8d7d520aa898c4184f16581e85960a2e2c2188ddd1b808be0f28200795915f46,inv,N0026,,104.806,inbound,5
OBS0002129,2025-10-14T17:56:14.052257,N0017,203.0.113.168,8333,203.0.113.8,18333,8d7d520aa898c4184f16581e85960a2e2c2188ddd1b808be0f28200795915f46,inv,N0010,,120.855,inbound,6
OBS0002130,2025-10-14T17:56:14.057749,N0087,192.0.2.89,8333,198.51.100.122,8333,8d7d520aa898c4184f16581e85960a2e2c2188ddd1b808be0f28200795915f46,inv,N0007,,126.347,inbound,7
OBS0002131,2025-10-14T17:56:15.647145,N0094,203.0.113.28,8333,203.0.113.176,8333,3b796d13915c1379f23f18b60eb8f9c5d5272dab979a8bf35404e52b929e16d7,inv,N0000,,76.248,inbound,1
OBS0002132,2025-10-14T17:56:15.649852,N0017,192.0.2.138,8333,203.0.113.8,18333,3b796d13915c1379f23f18b60eb8f9c5d5272dab979a8bf35404e52b929e16d7,inv,N0005,,78.955,inbound,2
OBS0002133,2025-10-14T17:56:15.652131,N0087,192.0.2.89,8333,198.51.100.122,8333,3b796d13915c1379f23f18b60eb8f9c5d5272dab979a8bf35404e52b929e16d7,inv,N0007,,81.234,inbound,3
OBS0002134,2025-10-14T17:56:15.652174,N0129,192.0.2.181,8333,198.51.100.205,8333,3b796d13915c1379f23f18b60eb8f9c5d5272dab979a8bf35404e52b929e16d7,inv,N0001,,81.277,inbound,4
OBS0002135,2025-10-14T17:56:15.653738,N0107,203.0.113.235,8333,198.51.100.184,8333,3b796d13915c1379f23f18b60eb8f9c5d5272dab979a8bf35404e52b929e16d7,inv,N0056,,82.841,inbound,5
OBS0002136,2025-10-14T17:56:15.654562,N0003,192.0.2.151,8333,192.0.2.65,8333,3b796d13915c1379f23f18b60eb8f9c5d5272dab979a8bf35404e52b929e16d7,inv,N0044,,83.665,inbound,6
OBS0002137,2025-10-14T17:56:15.671130,N0088,198.51.100.177,8333,192.0.2.216,8000,3b796d13915c1379f23f18b60eb8f9c5d5272dab979a8bf35404e52b929e16d7,inv,N0026,,100.233,inbound,7
OBS0002138,2025-10-14T17:56:15.686891,N0125,192.0.2.252,8333,203.0.113.219,18333,3b796d13915c1379f23f18b60eb8f9c5d5272dab979a8bf35404e52b929e16d7,inv,N0004,,115.994,inbound,8
OBS0002139,2025-10-14T17:56:17.358528,N0125,192.0.2.252,8333,203.0.113.219,18333,ce77c3fc3ba27eefb530bfebf8208682b0444fa2ad69128492ae50420697116e,inv,N0004,,48.9,inbound,1
OBS0002140,2025-10-14T17:56:17.374427,N0109,203.0.113.7,8333,203.0.113.127,8333,ce77c3fc3ba27eefb530bfebf8208682b0444fa2ad69128492ae50420697116e,inv,N0070,,64.799,inbound,2
OBS0002141,2025-10-14T17:56:17.375915,N0129,203.0.113.168,8333,198.51.100.205,8333,ce77c3fc3ba27eefb530bfebf8208682b0444fa2ad69128492ae50420697116e,inv,N0010,,66.287,inbound,3
OBS0002142,2025-10-14T17:56:17.387587,N0107,198.51.100.142,8333,198.51.100.184,8333,ce77c3fc3ba27eefb530bfebf8208682b0444fa2ad69128492ae50420697116e,inv,N0006,,77.959,inbound,4
OBS0002143,2025-10-14T17:56:18.500384,N0094,203.0.113.28,8333,203.0.113.176,8333,fef8e1604e060df0830bd24c1def5173155025f30da2ee409f1b83a85535ecba,inv,N0000,,62.411,inbound,1
OBS0002144,2025-10-14T17:56:18.511507,N0003,203.0.113.28,8333,192.0.2.65,8333,fef8e1604e060df0830bd24c1def5173155025f30da2ee409f1b83a85535ecba,inv,N0000,,73.534,inbound,2
OBS0002145,2025-10-14T17:56:18.518734,N0107,198.51.100.142,8333,198.51.100.184,8333,fef8e1604e060df0830bd24c1def5173155025f30da2ee409f1b83a85535ecba,inv,N0006,,80.761,inbound,3
OBS0002146,2025-10-14T17:56:18.518982,N0129,203.0.113.168,8333,198.51.100.205,8333,fef8e1604e060df0830bd24c1def5173155025f30da2ee409f1b83a85535ecba,inv,N0010,,81.009,inbound,4
OBS0002147,2025-10-14T17:56:18.531312,N0109,203.0.113.168,8333,203.0.113.127,8333,fef8e1604e060df0830bd24c1def5173155025f30da2ee409f1b83a85535ecba,inv,N0010,,93.339,inbound,5
OBS0002148,2025-10-14T17:56:18.535417,N0125,203.0.113.154,8333,203.0.113.219,18333,fef8e1604e060df0830bd24c1def5173155025f30da2ee409f1b83a85535ecba,inv,N0097,,97.444,inbound,6
OBS0002149,2025-10-14T17:56:18.553027,N0136,192.0.2.9,8333,198.51.100.11,8333,fef8e1604e060df0830bd24c1def5173155025f30da2ee409f1b83a85535ecba,inv,N0034,,115.054,inbound,7
OBS0002150,2025-10-14T17:56:18.558241,N0088,198.51.100.223,8333,192.0.2.216,8000,fef8e1604e060df0830bd24c1def5173155025f30da2ee409f1b83a85535ecba,inv,N0018,,120.268,inbound,8
OBS0002151,2025-10-14T17:56:20.211685,N0003,203.0.113.24,8333,192.0.2.65,8333,9d285d84730a3182dc8d000d5d4b69d5f03c93cccace6909516144a0f0427544,inv,N0081,,33.021,inbound,1
OBS0002152,2025-10-14T17:56:20.266312,N0136,192.0.2.194,8333,198.51.100.11,8333,9d285d84730a3182dc8d000d5d4b69d5f03c93cccace6909516144a0f0427544,inv,N0012,,87.648,inbound,2
OBS0002153,2025-10-14T17:56:20.297119,N0094,192.0.2.242,8333,203.0.113.176,8333,9d285d84730a3182dc8d000d5d4b69d5f03c93cccace6909516144a0f0427544,inv,N0113,,118.455,inbound,3
OBS0002154,2025-10-14T17:56:20.299915,N0088,198.51.100.223,8333,192.0.2.216,8000,9d285d84730a3182dc8d000d5d4b69d5f03c93cccace6909516144a0f0427544,inv,N0018,,121.251,inbound,4
OBS0002155,2025-10-14T17:56:20.300248,N0129,203.0.113.168,8333,198.51.100.205,8333,9d285d84730a3182dc8d000d5d4b69d5f03c93cccace6909516144a0f0427544,inv,N0010,,121.584,inbound,5
OBS0002156,2025-10-14T17:56:20.305964,N0017,192.0.2.138,8333,203.0.113.8,18333,9d285d84730a3182dc8d000d5d4b69d5f03c93cccace6909516144a0f0427544,inv,N0005,,127.3,inbound,6
OBS0002157,2025-10-14T17:56:20.307789,N0087,203.0.113.128,8333,198.51.100.122,8333,9d285d84730a3182dc8d000d5d4b69d5f03c93cccace6909516144a0f0427544,inv,N0048,,129.125,inbound,7
OBS0002158,2025-10-14T17:56:20.332357,N0109,203.0.113.168,8333,203.0.113.127,8333,9d285d84730a3182dc8d000d5d4b69d5f03c93cccace6909516144a0f0427544,inv,N0010,,153.693,inbound,8
OBS0002159,2025-10-14T17:56:21.502504,N0094,203.0.113.28,8333,203.0.113.176,8333,6beafb3e610be2102be51840feaec99b959ceab167b0905edefd23f29939ee2b,inv,N0000,,95.266,inbound,1
OBS0002160,2025-10-14T17:56:21.508406,N0003,192.0.2.252,8333,192.0.2.65,8333,6beafb3e610be2102be51840feaec99b959ceab167b0905edefd23f29939ee2b,inv,N0004,,101.168,inbound,2
OBS0002161,2025-10-14T17:56:21.508486,N0107,203.0.113.235,8333,198.51.100.184,8333,6beafb3e610be2102be51840feaec99b959ceab167b0905edefd23f29939ee2b,inv,N0056,,101.248,inbound,3
OBS0002162,2025-10-14T17:56:21.513062,N0125,203.0.113.154,8333,203.0.113.219,18333,6beafb3e610be2102be51840feaec99b959ceab167b0905edefd23f29939ee2b,inv,N0097,,105.824,inbound,4
OBS0002163,2025-10-14T17:56:21.539657,N0129,203.0.113.168,8333,198.51.100.205,8333,6beafb3e610be2102be51840feaec99b959ceab167b0905edefd23f29939ee2b,inv,N0010,,132.419,inbound,5
OBS0002164,2025-10-14T17:56:21.540907,N0109,203.0.113.168,8333,203.0.113.127,8333,6beafb3e610be2102be51840feaec99b959ceab167b0905edefd23f29939ee2b,inv,N0010,,133.669,inbound,6
OBS0002165,2025-10-14T17:56:21.552963,N0136,192.0.2.9,8333,198.51.100.11,8333,6beafb3e610be2102be51840feaec99b959ceab167b0905edefd23f29939ee2b,inv,N0034,,145.725,inbound,7
OBS0002166,2025-10-14T17:56:21.633100,N0087,203.0.113.112,8333,198.51.100.122,8333,6beafb3e610be2102be51840feaec99b959ceab167b0905edefd23f29939ee2b,inv,N0014,,225.862,inbound,8
OBS0002167,2025-10-14T17:56:22.867957,N0087,192.0.2.89,8333,198.51.100.122,8333,004faaf4a36f1e9bc623d27af75904bbb4e913011230ceae2afb8c44d8bd2d37,inv,N0007,,130.17,inbound,1
OBS0002168,2025-10-14T17:56:22.881349,N0003,203.0.113.190,8333,192.0.2.65,8333,004faaf4a36f1e9bc623d27af75904bbb4e913011230ceae2afb8c44d8bd2d37,inv,N0029,,143.562,inbound,2
OBS0002169,2025-10-14T17:56:22.895272,N0088,198.51.100.223,8333,192.0.2.216,8000,004faaf4a36f1e9bc623d27af75904bbb4e913011230ceae2afb8c44d8bd2d37,inv,N0018,,157.485,inbound,3
OBS0002170,2025-10-14T17:56:22.905081,N0107,198.51.100.142,8333,198.51.100.184,8333,004faaf4a36f1e9bc623d27af75904bbb4e913011230ceae2afb8c44d8bd2d37,inv,N0006,,167.294,inbound,4
OBS0002171,2025-10-14T17:56:22.905577,N0109,203.0.113.7,8333,203.0.113.127,8333,004faaf4a36f1e9bc623d27af75904bbb4e913011230ceae2afb8c44d8bd2d37,inv,N0070,,167.79,inbound,5
OBS0002172,2025-10-14T17:56:22.938911,N0136,198.51.100.177,8333,198.51.100.11,8333,004faaf4a36f1e9bc623d27af75904bbb4e913011230ceae2afb8c44d8bd2d37,inv,N0026,,201.124,inbound,6
OBS0002173,2025-10-14T17:56:22.944634,N0094,192.0.2.242,8333,203.0.113.176,8333,004faaf4a36f1e9bc623d27af75904bbb4e913011230ceae2afb8c44d8bd2d37,inv,N0113,,206.847,inbound,7
OBS0002174,2025-10-14T17:56:24.514117,N0125,203.0.113.154,8333,203.0.113.219,18333,6977bd912a5a5b9246a5f35acc5b9dccf033599823b37954f189b0ff1f664f4e,inv,N0097,,34.779,inbound,1
OBS0002175,2025-10-14T17:56:24.554681,N0129,192.0.2.181,8333,198.51.100.205,8333,6977bd912a5a5b9246a5f35acc5b9dccf033599823b37954f189b0ff1f664f4e,inv,N0001,,75.343,inbound,2
OBS0002176,2025-10-14T17:56:24.554748,N0087,192.0.2.89,8333,198.51.100.122,8333,6977bd912a5a5b9246a5f35acc5b9dccf033599823b37954f189b0ff1f664f4e,inv,N0007,,75.41,inbound,3
OBS0002177,2025-10-14T17:56:24.563729,N0136,198.51.100.177,8333,198.51.100.11,8333,6977bd912a5a5b9246a5f35acc5b9dccf033599823b37954f189b0ff1f664f4e,inv,N0026,,84.391,inbound,4
OBS0002178,2025-10-14T17:56:24.566867,N0088,198.51.100.177,8333,192.0.2.216,8000,6977bd912a5a5b9246a5f35acc5b9dccf033599823b37954f189b0ff1f664f4e,inv,N0026,,87.529,inbound,5
OBS0002179,2025-10-14T17:56:24.570322,N0094,192.0.2.181,8333,203.0.113.176,8333,6977bd912a5a5b9246a5f35acc5b9dccf033599823b37954f189b0ff1f664f4e,inv,N0001,,90.984,inbound,6
OBS0002180,2025-10-14T17:56:24.588908,N0109,203.0.113.52,8333,203.0.113.127,8333,6977bd912a5a5b9246a5f35acc5b9dccf033599823b37954f189b0ff1f664f4e,inv,N0043,,109.57,inbound,7
OBS0002181,2025-10-14T17:56:24.599287,N0107,203.0.113.235,8333,198.51.100.184,8333,6977bd912a5a5b9246a5f35acc5b9dccf033599823b37954f189b0ff1f664f4e,inv,N0056,,119.949,inbound,8
OBS0002182,2025-10-14T17:56:25.657918,N0136,192.0.2.194,8333,198.51.100.11,8333,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0012,,51.384,inbound,1
OBS0002183,2025-10-14T17:56:25.673702,N0003,203.0.113.190,8333,192.0.2.65,8333,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0029,,67.168,inbound,2
OBS0002184,2025-10-14T17:56:25.677838,N0107,198.51.100.142,8333,198.51.100.184,8333,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0006,,71.304,inbound,3
OBS0002185,2025-10-14T17:56:25.680374,N0017,203.0.113.168,8333,203.0.113.8,18333,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0010,,73.84,inbound,4
OBS0002186,2025-10-14T17:56:25.697180,N0109,203.0.113.168,8333,203.0.113.127,8333,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0010,,90.646,inbound,5
OBS0002187,2025-10-14T17:56:25.705286,N0087,203.0.113.128,8333,198.51.100.122,8333,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0048,,98.752,inbound,6
OBS0002188,2025-10-14T17:56:25.706018,N0088,203.0.113.25,8333,192.0.2.216,8000,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0008,,99.484,inbound,7
OBS0002189,2025-10-14T17:56:25.710156,N0094,192.0.2.181,8333,203.0.113.176,8333,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0001,,103.622,inbound,8
OBS0002190,2025-10-14T17:56:25.774234,N0129,192.0.2.222,8333,198.51.100.205,8333,04102ac358a76467d37bf8fd75a68ba5c22330fcfff8764a6a9e9b602e8465fa,inv,N0131,,167.7,inbound,9
OBS0002191,2025-10-14T17:56:29.731452,N0129,192.0.2.181,8333,198.51.100.205,8333,bec774eedbd8f148b1e907e0ebf14a46a209e067e15d0fe0b79200ce84ea16b9,inv,N0001,,29.882,inbound,1
OBS0002192,2025-10-14T17:56:29.751444,N0003,203.0.113.190,8333,192.0.2.65,8333,bec774eedbd8f148b1e907e0ebf14a46a209e067e15d0fe0b79200ce84ea16b9,inv,N0029,,49.874,inbound,2
OBS0002193,2025-10-14T17:56:29.765279,N0125,203.0.113.154,8333,203.0.113.219,18333,bec774eedbd8f148b1e907e0ebf14a46a209e067e15d0fe0b79200ce84ea16b9,inv,N0097,,63.709,inbound,3
OBS0002194,2025-10-14T17:56:29.770747,N0109,203.0.113.7,8333,203.0.113.127,8333,bec774eedbd8f148b1e907e0ebf14a46a209e067e15d0fe0b79200ce84ea16b9,inv,N0070,,69.177,inbound,4
OBS0002195,2025-10-14T17:56:29.770817,N0088,198.51.100.196,8333,192.0.2.216,8000,bec774eedbd8f148b1e907e0ebf14a46a209e067e15d0fe0b79200ce84ea16b9,inv,N0100,,69.247,inbound,5
OBS0002196,2025-10-14T17:56:29.782178,N0017,192.0.2.138,8333,203.0.113.8,18333,bec774eedbd8f148b1e907e0ebf14a46a209e067e15d0fe0b79200ce84ea16b9,inv,N0005,,80.608,inbound,6
OBS0002197,2025-10-14T17:56:29.819966,N0136,198.51.100.177,8333,198.51.100.11,8333,bec774eedbd8f148b1e907e0ebf14a46a209e067e15d0fe0b79200ce84ea16b9,inv,N0026,,118.396,inbound,7
OBS0002198,2025-10-14T17:56:29.834742,N0087,192.0.2.89,8333,198.51.100.122,8333,bec774eedbd8f148b1e907e0ebf14a46a209e067e15d0fe0b79200ce84ea16b9,inv,N0007,,133.172,inbound,8
OBS0002199,2025-10-14T17:56:31.474987,N0094,203.0.113.28,8333,203.0.113.176,8333,0b6e715b7315aa6b6aa1a56f98a3a35e5603ae2c767931506b483c41054d4354,inv,N0000,,33.601,inbound,1
OBS0002200,2025-10-14T17:56:31.508746,N0017,192.0.2.138,8333,203.0.113.8,18333,0b6e715b7315aa6b6aa1a56f98a3a35e5603ae2c767931506b483c41054d4354,inv,N0005,,67.36,inbound,2
OBS0002201,2025-10-14T17:56:31.515145,N0088,198.51.100.223,8333,192.0.2.216,8000,0b6e715b7315aa6b6aa1a56f98a3a35e5603ae2c767931506b483c41054d4354,inv,N0018,,73.759,inbound,3
OBS0002202,2025-10-14T17:56:31.526488,N0003,192.0.2.252,8333,192.0.2.65,8333,0b6e715b7315aa6b6aa1a56f98a3a35e5603ae2c767931506b483c41054d4354,inv,N0004,,85.102,inbound,4
OBS0002203,2025-10-14T17:56:31.539918,N0136,192.0.2.194,8333,198.51.100.11,8333,0b6e715b7315aa6b6aa1a56f98a3a35e5603ae2c767931506b483c41054d4354,inv,N0012,,98.532,inbound,5
OBS0002204,2025-10-14T17:56:31.540714,N0087,192.0.2.89,8333,198.51.100.122,8333,0b6e715b7315aa6b6aa1a56f98a3a35e5603ae2c767931506b483c41054d4354,inv,N0007,,99.328,inbound,6
OBS0002205,2025-10-14T17:56:31.561220,N0109,203.0.113.168,8333,203.0.113.127,8333,0b6e715b7315aa6b6aa1a56f98a3a35e5603ae2c767931506b483c41054d4354,inv,N0010,,119.834,inbound,7
OBS0002206,2025-10-14T17:56:31.577982,N0129,192.0.2.181,8333,198.51.100.205,8333,0b6e715b7315aa6b6aa1a56f98a3a35e5603ae2c767931506b483c41054d4354,inv,N0001,,136.596,inbound,8
OBS0002207,2025-10-14T17:56:33.910824,N0125,203.0.113.154,8333,203.0.113.219,18333,4e1d42050698b8bfe9509ea51e911a0e49a17c50c6cffde641b077c70485ec7e,inv,N0097,,12.866,inbound,1
OBS0002208,2025-10-14T17:56:33.964997,N0003,192.0.2.93,8333,192.0.2.65,8333,4e1d42050698b8bfe9509ea51e911a0e49a17c50c6cffde641b077c70485ec7e,inv,N0013,,67.039,inbound,2
OBS0002209,2025-10-14T17:56:33.966843,N0129,192.0.2.181,8333,198.51.100.205,8333,4e1d42050698b8bfe9509ea51e911a0e49a17c50c6cffde641b077c70485ec7e,inv,N0001,,68.885,inbound,3
OBS0002210,2025-10-14T17:56:33.976805,N0094,192.0.2.181,8333,203.0.113.176,8333,4e1d42050698b8bfe9509ea51e911a0e49a17c50c6cffde641b077c70485ec7e,inv,N0001,,78.847,inbound,4
OBS0002211,2025-10-14T17:56:33.982444,N0109,203.0.113.168,8333,203.0.113.127,8333,4e1d42050698b8bfe9509ea51e911a0e49a17c50c6cffde641b077c70485ec7e,inv,N0010,,84.486,inbound,5
OBS0002212,2025-10-14T17:56:33.982565,N0017,192.0.2.138,8333,203.0.113.8,18333,4e1d42050698b8bfe9509ea51e911a0e49a17c50c6cffde641b077c70485ec7e,inv,N0005,,84.607,inbound,6
OBS0002213,2025-10-14T17:56:33.999039,N0136,192.0.2.9,8333,198.51.100.11,8333,4e1d42050698b8bfe9509ea51e911a0e49a17c50c6cffde641b077c70485ec7e,inv,N0034,,101.081,inbound,7
OBS0002214,2025-10-14T17:56:34.011316,N0087,203.0.113.128,8333,198.51.100.122,8333,4e1d42050698b8bfe9509ea51e911a0e49a17c50c6cffde641b077c70485ec7e,inv,N0048,,113.358,inbound,8
OBS0002215,2025-10-14T17:56:35.548967,N0136,198.51.100.177,8333,198.51.100.11,8333,ce45bf5e88aebf418ff5ba36de9e48446c0f5be6f73c67f27f505f3a1dcae3a8,inv,N0026,,67.309,inbound,1
OBS0002216,2025-10-14T17:56:35.569667,N0003,192.0.2.10,8433,192.0.2.65,8333,ce45bf5e88aebf418ff5ba36de9e48446c0f5be6f73c67f27f505f3a1dcae3a8,inv,N0036,,88.009,inbound,2
OBS0002217,2025-10-14T17:56:35.583937,N0109,203.0.113.7,8333,203.0.113.127,8333,ce45bf5e88aebf418ff5ba36de9e48446c0f5be6f73c67f27f505f3a1dcae3a8,inv,N0070,,102.279,inbound,3
OBS0002218,2025-10-14T17:56:35.610147,N0125,198.51.100.138,18333,203.0.113.219,18333,ce45bf5e88aebf418ff5ba36de9e48446c0f5be6f73c67f27f505f3a1dcae3a8,inv,N0037,,128.489,inbound,4
OBS0002219,2025-10-14T17:56:35.615366,N0107,203.0.113.235,8333,198.51.100.184,8333,ce45bf5e88aebf418ff5ba36de9e48446c0f5be6f73c67f27f505f3a1dcae3a8,inv,N0056,,133.708,inbound,5
OBS0002220,2025-10-14T17:56:35.621288,N0087,203.0.113.112,8333,198.51.100.122,8333,ce45bf5e88aebf418ff5ba36de9e48446c0f5be6f73c67f27f505f3a1dcae3a8,inv,N0014,,139.63,inbound,6
OBS0002221,2025-10-14T17:56:35.640644,N0094,192.0.2.181,8333,203.0.113.176,8333,ce45bf5e88aebf418ff5ba36de9e48446c0f5be6f73c67f27f505f3a1dcae3a8,inv,N0001,,158.986,inbound,7
OBS0002222,2025-10-14T17:56:35.673597,N0088,198.51.100.223,8333,192.0.2.216,8000,ce45bf5e88aebf418ff5ba36de9e48446c0f5be6f73c67f27f505f3a1dcae3a8,inv,N0018,,191.939,inbound,8
OBS0002223,2025-10-14T17:56:37.221349,N0129,192.0.2.25,8333,198.51.100.205,8333,26f208f64078da1da46837cfad812cf8d0cd00e8b1410ac8ab0f0c2244bcbe4c,inv,N0059,,44.409,inbound,1
OBS0002224,2025-10-14T17:56:37.243491,N0017,203.0.113.168,8333,203.0.113.8,18333,26f208f64078da1da46837cfad812cf8d0cd00e8b1410ac8ab0f0c2244bcbe4c,inv,N0010,,66.551,inbound,2
OBS0002225,2025-10-14T17:56:37.250020,N0109,203.0.113.168,8333,203.0.113.127,8333,26f208f64078da1da46837cfad812cf8d0cd00e8b1410ac8ab0f0c2244bcbe4c,inv,N0010,,73.08,inbound,3
OBS0002226,2025-10-14T17:56:37.269054,N0003,203.0.113.190,8333,192.0.2.65,8333,26f208f64078da1da46837cfad812cf8d0cd00e8b1410ac8ab0f0c2244bcbe4c,inv,N0029,,92.114,inbound,4
OBS0002227,2025-10-14T17:56:37.272915,N0136,198.51.100.191,8333,198.51.100.11,8333,26f208f64078da1da46837cfad812cf8d0cd00e8b1410ac8ab0f0c2244bcbe4c,inv,N0146,,95.975,inbound,5
OBS0002228,2025-10-14T17:56:37.301257,N0107,203.0.113.235,8333,198.51.100.184,8333,26f208f64078da1da46837cfad812cf8d0cd00e8b1410ac8ab0f0c2244bcbe4c,inv,N0056,,124.317,inbound,6
OBS0002229,2025-10-14T17:56:37.316369,N0088,203.0.113.25,8333,192.0.2.216,8000,26f208f64078da1da46837cfad812cf8d0cd00e8b1410ac8ab0f0c2244bcbe4c,inv,N0008,,139.429,inbound,7
OBS0002230,2025-10-14T17:56:55.554705,N0109,203.0.113.168,8333,203.0.113.127,8333,00e9ee5d6e91a89ecee02eefe9da453ac7e70c7c430ce89bd74d39022ef70c01,inv,N0010,,48.727,inbound,1
OBS0002231,2025-10-14T17:56:55.555115,N0017,203.0.113.168,8333,203.0.113.8,18333,00e9ee5d6e91a89ecee02eefe9da453ac7e70c7c430ce89bd74d39022ef70c01,inv,N0010,,49.137,inbound,2
OBS0002232,2025-10-14T17:56:55.570139,N0136,198.51.100.177,8333,198.51.100.11,8333,00e9ee5d6e91a89ecee02eefe9da453ac7e70c7c430ce89bd74d39022ef70c01,inv,N0026,,64.161,inbound,3
OBS0002233,2025-10-14T17:56:55.575019,N0129,203.0.113.168,8333,198.51.100.205,8333,00e9ee5d6e91a89ecee02eefe9da453ac7e70c7c430ce89bd74d39022ef70c01,inv,N0010,,69.041,inbound,4
OBS0002234,2025-10-14T17:56:55.587222,N0125,192.0.2.252,8333,203.0.113.219,18333,00e9ee5d6e91a89ecee02eefe9da453ac7e70c7c430ce89bd74d39022ef70c01,inv,N0004,,81.244,inbound,5
OBS0002235,2025-10-14T17:56:55.589261,N0087,203.0.113.112,8333,198.51.100.122,8333,00e9ee5d6e91a89ecee02eefe9da453ac7e70c7c430ce89bd74d39022ef70c01,inv,N0014,,83.283,inbound,6
OBS0002236,2025-10-14T17:56:55.616238,N0107,198.51.100.142,8333,198.51.100.184,8333,00e9ee5d6e91a89ecee02eefe9da453ac7e70c7c430ce89bd74d39022ef70c01,inv,N0006,,110.26,inbound,7
OBS0002237,2025-10-14T17:56:57.110128,N0136,198.51.100.177,8333,198.51.100.11,8333,0fd415179005c18628c65bb00653247a02e8774b3e02dff7fe10c7c5074c703d,inv,N0026,,68.78,inbound,1
OBS0002238,2025-10-14T17:56:57.119075,N0003,192.0.2.93,8333,192.0.2.65,8333,0fd415179005c18628c65bb00653247a02e8774b3e02dff7fe10c7c5074c703d,inv,N0013,,77.727,inbound,2
OBS0002239,2025-10-14T17:56:57.120539,N0094,203.0.113.28,8333,203.0.113.176,8333,0fd415179005c18628c65bb00653247a02e8774b3e02dff7fe10c7c5074c703d,inv,N0000,,79.191,inbound,3
