connection_id,timestamp_start,timestamp_end,src_node_id,dst_node_id,src_ip,dst_ip,src_port,dst_port,direction
CONN000386,2025-10-14T17:43:42.639075,2025-10-14T18:07:33.484634,N0099,N0056,203.0.113.228,203.0.113.235,64384,8333,outbound
CONN000387,2025-10-14T17:44:50.639075,2025-10-14T18:05:03.484634,N0107,N0056,198.51.100.184,203.0.113.235,1715,8333,outbound
CONN000388,2025-10-14T17:46:37.639075,2025-10-14T18:08:30.484634,N0056,N0108,203.0.113.235,198.51.100.228,49969,8333,outbound
CONN000389,2025-10-14T17:43:33.639075,2025-10-14T18:09:03.484634,N0111,N0056,203.0.113.129,203.0.113.235,15509,8333,outbound
CONN000390,2025-10-14T17:45:10.639075,2025-10-14T18:08:06.484634,N0056,N0112,203.0.113.235,203.0.113.23,51640,8333,outbound
CONN000391,2025-10-14T17:44:14.639075,2025-10-14T18:05:26.484634,N0082,N0058,198.51.100.12,198.51.100.165,23631,18333,outbound
CONN000392,2025-10-14T17:44:23.639075,2025-10-14T18:05:02.484634,N0129,N0059,198.51.100.205,192.0.2.25,20385,8333,outbound
CONN000393,2025-10-14T17:47:47.639075,2025-10-14T18:05:08.484634,N0059,N0146,192.0.2.25,198.51.100.191,55505,8333,outbound
CONN000394,2025-10-14T17:47:18.639075,2025-10-14T18:07:07.484634,N0062,N0061,203.0.113.119,198.51.100.224,21464,8333,outbound
CONN000395,2025-10-14T17:46:45.639075,2025-10-14T18:08:35.484634,N0061,N0124,198.51.100.224,198.51.100.229,32673,8333,outbound
CONN000396,2025-10-14T17:47:41.639075,2025-10-14T18:07:53.484634,N0062,N0115,203.0.113.119,203.0.113.243,48340,8333,outbound
CONN000397,2025-10-14T17:45:47.639075,2025-10-14T18:04:43.484634,N0075,N0064,192.0.2.139,192.0.2.59,20702,18333,outbound
CONN000398,2025-10-14T17:47:32.639075,2025-10-14T18:04:20.484634,N0067,N0094,198.51.100.9,203.0.113.176,56675,8333,outbound
CONN000399,2025-10-14T17:47:35.639075,2025-10-14T18:05:33.484634,N0069,N0077,192.0.2.199,203.0.113.70,61967,8333,outbound
CONN000400,2025-10-14T17:46:26.639075,2025-10-14T18:08:33.484634,N0095,N0069,203.0.113.100,192.0.2.199,12456,8333,outbound
CONN000401,2025-10-14T17:45:41.639075,2025-10-14T18:08:55.484634,N0109,N0070,203.0.113.127,203.0.113.7,28966,8333,outbound
CONN000402,2025-10-14T17:46:32.639075,2025-10-14T18:07:36.484634,N0077,N0071,203.0.113.70,198.51.100.67,42295,8333,outbound
CONN000403,2025-10-14T17:44:49.639075,2025-10-14T18:07:31.484634,N0071,N0103,198.51.100.67,203.0.113.49,2937,8333,outbound
CONN000404,2025-10-14T17:46:49.639075,2025-10-14T18:07:59.484634,N0106,N0074,192.0.2.175,192.0.2.11,39834,8333,outbound
CONN000405,2025-10-14T17:48:28.639075,2025-10-14T18:05:58.484634,N0074,N0124,192.0.2.11,198.51.100.229,14510,8333,outbound
CONN000406,2025-10-14T17:47:58.639075,2025-10-14T18:09:04.484634,N0075,N0132,192.0.2.139,192.0.2.40,7692,8433,outbound
CONN000407,2025-10-14T17:43:56.639075,2025-10-14T18:05:44.484634,N0081,N0076,203.0.113.24,192.0.2.213,24996,8333,outbound
CONN000408,2025-10-14T17:44:36.639075,2025-10-14T18:05:07.484634,N0076,N0085,192.0.2.213,198.51.100.154,18217,8334,outbound
CONN000409,2025-10-14T17:44:20.639075,2025-10-14T18:08:39.484634,N0117,N0077,192.0.2.230,203.0.113.70,64326,8333,outbound
CONN000410,2025-10-14T17:45:12.639075,2025-10-14T18:07:29.484634,N0090,N0078,203.0.113.118,192.0.2.201,39493,8333,outbound
CONN000411,2025-10-14T17:45:30.639075,2025-10-14T18:08:03.484634,N0080,N0096,192.0.2.102,192.0.2.29,41483,8333,outbound
CONN000412,2025-10-14T17:45:58.639075,2025-10-14T18:04:52.484634,N0080,N0135,192.0.2.102,203.0.113.213,45071,8333,outbound
CONN000413,2025-10-14T17:47:30.639075,2025-10-14T18:06:11.484634,N0081,N0089,203.0.113.24,203.0.113.245,21037,8333,outbound
CONN000414,2025-10-14T17:45:19.639075,2025-10-14T18:05:21.484634,N0085,N0092,198.51.100.154,203.0.113.251,34501,8333,outbound
CONN000415,2025-10-14T17:47:20.639075,2025-10-14T18:09:03.484634,N0085,N0107,198.51.100.154,198.51.100.184,26170,8333,outbound
CONN000416,2025-10-14T17:44:21.639075,2025-10-14T18:08:44.484634,N0088,N0100,192.0.2.216,198.51.100.196,46468,8333,outbound
CONN000417,2025-10-14T17:47:02.639075,2025-10-14T18:08:53.484634,N0102,N0089,198.51.100.190,203.0.113.245,11959,8333,outbound
CONN000418,2025-10-14T17:47:19.639075,2025-10-14T18:05:44.484634,N0093,N0101,203.0.113.178,198.51.100.128,21640,8333,outbound
CONN000419,2025-10-14T17:48:03.639075,2025-10-14T18:07:12.484634,N0113,N0094,192.0.2.242,203.0.113.176,63403,8333,outbound
CONN000420,2025-10-14T17:47:21.639075,2025-10-14T18:05:48.484634,N0095,N0098,203.0.113.100,192.0.2.185,54449,8334,outbound
CONN000421,2025-10-14T17:43:43.639075,2025-10-14T18:08:27.484634,N0095,N0117,203.0.113.100,192.0.2.230,43823,18333,outbound
CONN000422,2025-10-14T17:44:19.639075,2025-10-14T18:07:41.484634,N0097,N0120,203.0.113.154,198.51.100.87,47563,8333,outbound
CONN000423,2025-10-14T17:44:20.639075,2025-10-14T18:05:34.484634,N0125,N0097,203.0.113.219,203.0.113.154,6441,8333,outbound
CONN000424,2025-10-14T17:46:38.639075,2025-10-14T18:06:38.484634,N0133,N0098,192.0.2.186,192.0.2.185,3166,8334,outbound
CONN000425,2025-10-14T17:43:55.639075,2025-10-14T18:06:36.484634,N0098,N0141,192.0.2.185,198.51.100.37,12047,8333,outbound
CONN000426,2025-10-14T17:43:41.639075,2025-10-14T18:08:22.484634,N0144,N0098,203.0.113.195,192.0.2.185,37050,8334,outbound
CONN000427,2025-10-14T17:43:37.639075,2025-10-14T18:05:07.484634,N0148,N0098,203.0.113.9,192.0.2.185,18580,8334,outbound
CONN000428,2025-10-14T17:45:23.639075,2025-10-14T18:08:46.484634,N0105,N0101,192.0.2.165,198.51.100.128,54934,8333,outbound
CONN000429,2025-10-14T17:44:45.639075,2025-10-14T18:08:48.484634,N0106,N0102,192.0.2.175,198.51.100.190,15346,8333,outbound
CONN000430,2025-10-14T17:47:38.639075,2025-10-14T18:06:15.484634,N0142,N0108,203.0.113.188,198.51.100.228,20534,8333,outbound
CONN000431,2025-10-14T17:48:14.639075,2025-10-14T18:07:59.484634,N0130,N0111,192.0.2.17,203.0.113.129,18247,8333,outbound
CONN000432,2025-10-14T17:47:46.639075,2025-10-14T18:07:53.484634,N0114,N0118,192.0.2.3,198.51.100.204,57731,8333,outbound
CONN000433,2025-10-14T17:46:29.639075,2025-10-14T18:05:56.484634,N0119,N0116,198.51.100.106,192.0.2.75,54154,8334,outbound
CONN000434,2025-10-14T17:45:31.639075,2025-10-14T18:07:48.484634,N0140,N0116,203.0.113.139,192.0.2.75,11901,8334,outbound
CONN000435,2025-10-14T17:46:45.639075,2025-10-14T18:05:54.484634,N0134,N0120,203.0.113.146,198.51.100.87,53809,8333,outbound
CONN000436,2025-10-14T17:45:31.639075,2025-10-14T18:08:41.484634,N0128,N0146,198.51.100.116,198.51.100.191,19445,8333,outbound
CONN000437,2025-10-14T17:47:04.639075,2025-10-14T18:06:54.484634,N0131,N0129,192.0.2.222,198.51.100.205,65183,8333,outbound
CONN000438,2025-10-14T17:46:02.639075,2025-10-14T18:09:02.484634,N0142,N0130,203.0.113.188,192.0.2.17,18544,8333,outbound
CONN000439,2025-10-14T17:44:07.639075,2025-10-14T18:04:57.484634,N0146,N0136,198.51.100.191,198.51.100.11,9909,8333,outbound
CONN000440,2025-10-14T17:45:00.639075,2025-10-14T18:04:39.484634,N0144,N0139,203.0.113.195,192.0.2.208,19198,8333,outbound
CONN000441,2025-10-14T17:47:26.639075,2025-10-14T18:05:16.484634,N0147,N0139,192.0.2.125,192.0.2.208,17386,8333,outbound
